"id","label","is_translated","value","created_at","updated_at"
934,"{""en"":""Worker qualification"",""pt-PT"":""Qualifica\u00e7\u00e3o dos trabalhadores"",""pt-BR"":""Qualifica\u00e7\u00e3o dos trabalhadores"",""es"":""Qualifica\u00e7\u00e3o dos trabalhadores"",""fr"":""Qualifica\u00e7\u00e3o dos trabalhadores""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","worker-qualification","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
935,"{""en"":""Health and safety at work"",""pt-PT"":""Sa\u00fade e seguran\u00e7a no trabalho"",""pt-BR"":""Sa\u00fade e seguran\u00e7a no trabalho"",""es"":""Sa\u00fade e seguran\u00e7a no trabalho"",""fr"":""Sa\u00fade e seguran\u00e7a no trabalho""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","health-and-safety-at-work","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
936,"{""en"":""Work-life balance"",""pt-PT"":""Concilia\u00e7\u00e3o entre a vida profissional, pessoal e familiar"",""pt-BR"":""Concilia\u00e7\u00e3o entre a vida profissional, pessoal e familiar"",""es"":""Concilia\u00e7\u00e3o entre a vida profissional, pessoal e familiar"",""fr"":""Concilia\u00e7\u00e3o entre a vida profissional, pessoal e familiar""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","work-life-balance","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
937,"{""en"":""Local partnerships"",""pt-PT"":""Parcerias locais"",""pt-BR"":""Parcerias locais"",""es"":""Parcerias locais"",""fr"":""Parcerias locais""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","local-partnerships","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
938,"{""en"":""Local procurement"",""pt-PT"":""Compras locais"",""pt-BR"":""Compras locais"",""es"":""Compras locais"",""fr"":""Compras locais""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","local-procurement","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
939,"{""en"":""Local products"",""pt-PT"":""Produtos locais"",""pt-BR"":""Produtos locais"",""es"":""Produtos locais"",""fr"":""Produtos locais""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","local-products","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
940,"{""en"":""Legal compliance"",""pt-PT"":""Conformidade legal"",""pt-BR"":""Conformidade legal"",""es"":""Conformidade legal"",""fr"":""Conformidade legal""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","legal-compliance","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
941,"{""en"":""Ethics"",""pt-PT"":""\u00c9tica"",""pt-BR"":""\u00c9tica"",""es"":""\u00c9tica"",""fr"":""\u00c9tica""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","ethics","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
942,"{""en"":""Transparency"",""pt-PT"":""Transpar\u00eancia"",""pt-BR"":""Transpar\u00eancia"",""es"":""Transpar\u00eancia"",""fr"":""Transpar\u00eancia""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","transparency","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
943,"{""en"":""Diversity in the management body"",""pt-PT"":""Diversidade no \u00f3rg\u00e3o de administra\u00e7\u00e3o"",""pt-BR"":""Diversidade no \u00f3rg\u00e3o de administra\u00e7\u00e3o"",""es"":""Diversidade no \u00f3rg\u00e3o de administra\u00e7\u00e3o"",""fr"":""Diversidade no \u00f3rg\u00e3o de administra\u00e7\u00e3o""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","diversity-in-the-management-body","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
944,"{""en"":""Supply chain due diligence"",""pt-PT"":""Dilig\u00eancia devida na cadeia de abastecimento"",""pt-BR"":""Dilig\u00eancia devida na cadeia de abastecimento"",""es"":""Dilig\u00eancia devida na cadeia de abastecimento"",""fr"":""Dilig\u00eancia devida na cadeia de abastecimento""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","supply-chain-due-diligence","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
945,"{""en"":""Risk management"",""pt-PT"":""Gest\u00e3o de risco"",""pt-BR"":""Gest\u00e3o de risco"",""es"":""Gest\u00e3o de risco"",""fr"":""Gest\u00e3o de risco""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","risk-management","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
946,"{""en"":""Butane"",""pt-PT"":""Butano"",""pt-BR"":""Butano"",""es"":""Butano"",""fr"":""Butano""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","butane","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
947,"{""en"":""Compressed Natural Gas"",""pt-PT"":""G\u00e1s Natural Comprimido"",""pt-BR"":""G\u00e1s Natural Comprimido"",""es"":""G\u00e1s Natural Comprimido"",""fr"":""G\u00e1s Natural Comprimido""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","compressed-natural-gas","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
948,"{""en"":""Liquefied Natural Gas"",""pt-PT"":""G\u00e1s Natural Liquefeito"",""pt-BR"":""G\u00e1s Natural Liquefeito"",""es"":""G\u00e1s Natural Liquefeito"",""fr"":""G\u00e1s Natural Liquefeito""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","liquefied-natural-gas","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
949,"{""en"":""Compressed Natural Gas"",""pt-PT"":""G\u00e1s Natural"",""pt-BR"":""G\u00e1s Natural"",""es"":""G\u00e1s Natural"",""fr"":""G\u00e1s Natural""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","compressed-natural-gas","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
950,"{""en"":""LPG"",""pt-PT"":""GPL"",""pt-BR"":""GPL"",""es"":""GPL"",""fr"":""GPL""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","lpg","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
951,"{""en"":""Propane"",""pt-PT"":""Propano"",""pt-BR"":""Propano"",""es"":""Propano"",""fr"":""Propano""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","propane","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
952,"{""en"":""Jet Fuel"",""pt-PT"":""Combust\u00edvel de avia\u00e7\u00e3o (jet fuel)"",""pt-BR"":""Combust\u00edvel de avia\u00e7\u00e3o (jet fuel)"",""es"":""Combust\u00edvel de avia\u00e7\u00e3o (jet fuel)"",""fr"":""Combust\u00edvel de avia\u00e7\u00e3o (jet fuel)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","jet-fuel","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
953,"{""en"":""Paraffin"",""pt-PT"":""Querosene"",""pt-BR"":""Querosene"",""es"":""Querosene"",""fr"":""Querosene""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","paraffin","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
954,"{""en"":""Diesel (with biodiesel blend)"",""pt-PT"":""Diesel (com mistura de biodiesel)"",""pt-BR"":""Diesel (com mistura de biodiesel)"",""es"":""Diesel (com mistura de biodiesel)"",""fr"":""Diesel (com mistura de biodiesel)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","diesel-with-biodiesel-blend","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
955,"{""en"":""Diesel (100% mineral diesel)"",""pt-PT"":""Diesel (100% mineral diesel)"",""pt-BR"":""Diesel (100% mineral diesel)"",""es"":""Diesel (100% mineral diesel)"",""fr"":""Diesel (100% mineral diesel)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","diesel-100-mineral-diesel","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
956,"{""en"":""Gasoline (with bioethanol blend)"",""pt-PT"":""Gasolina (com mistura de bioetanol)"",""pt-BR"":""Gasolina (com mistura de bioetanol)"",""es"":""Gasolina (com mistura de bioetanol)"",""fr"":""Gasolina (com mistura de bioetanol)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","gasoline-with-bioethanol-blend","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
957,"{""en"":""Gasoline (100% mineral gasoline)"",""pt-PT"":""Gasolina (100% gasolina mineral)"",""pt-BR"":""Gasolina (100% gasolina mineral)"",""es"":""Gasolina (100% gasolina mineral)"",""fr"":""Gasolina (100% gasolina mineral)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","gasoline-100-mineral-gasoline","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
958,"{""en"":""Coal (industrial)"",""pt-PT"":""Carv\u00e3o (industrial)"",""pt-BR"":""Carv\u00e3o (industrial)"",""es"":""Carv\u00e3o (industrial)"",""fr"":""Carv\u00e3o (industrial)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","coal-industrial","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
959,"{""en"":""Coal (electricity generation)"",""pt-PT"":""Carv\u00e3o (electricity generation)"",""pt-BR"":""Carv\u00e3o (electricity generation)"",""es"":""Carv\u00e3o (electricity generation)"",""fr"":""Carv\u00e3o (electricity generation)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","coal-electricity-generation","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
960,"{""en"":""Coal (domestic)"",""pt-PT"":""Carv\u00e3o (domestic)"",""pt-BR"":""Carv\u00e3o (domestic)"",""es"":""Carv\u00e3o (domestic)"",""fr"":""Carv\u00e3o (domestic)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","coal-domestic","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
961,"{""en"":""Short-haul flights - Default"",""pt-PT"":""A\u00e9reo Curta dist\u00e2ncia - Default"",""pt-BR"":""A\u00e9reo Curta dist\u00e2ncia - Default"",""es"":""A\u00e9reo Curta dist\u00e2ncia - Default"",""fr"":""A\u00e9reo Curta dist\u00e2ncia - Default""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","short-haul-flights-default","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
962,"{""en"":""Short-haul flights - Economy class"",""pt-PT"":""A\u00e9reo Curta dist\u00e2ncia - Economy class"",""pt-BR"":""A\u00e9reo Curta dist\u00e2ncia - Economy class"",""es"":""A\u00e9reo Curta dist\u00e2ncia - Economy class"",""fr"":""A\u00e9reo Curta dist\u00e2ncia - Economy class""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","short-haul-flights-economy-class","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
963,"{""en"":""Short-haul flights - Business class"",""pt-PT"":""A\u00e9reo Curta dist\u00e2ncia - Business class"",""pt-BR"":""A\u00e9reo Curta dist\u00e2ncia - Business class"",""es"":""A\u00e9reo Curta dist\u00e2ncia - Business class"",""fr"":""A\u00e9reo Curta dist\u00e2ncia - Business class""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","short-haul-flights-business-class","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
964,"{""en"":""Long Distance - Default"",""pt-PT"":""A\u00e9reo Longa dist\u00e2ncia - Default"",""pt-BR"":""A\u00e9reo Longa dist\u00e2ncia - Default"",""es"":""A\u00e9reo Longa dist\u00e2ncia - Default"",""fr"":""A\u00e9reo Longa dist\u00e2ncia - Default""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","long-distance-default","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
965,"{""en"":""Long Distance - Economy class"",""pt-PT"":""A\u00e9reo Longa dist\u00e2ncia - Economy class"",""pt-BR"":""A\u00e9reo Longa dist\u00e2ncia - Economy class"",""es"":""A\u00e9reo Longa dist\u00e2ncia - Economy class"",""fr"":""A\u00e9reo Longa dist\u00e2ncia - Economy class""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","long-distance-economy-class","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
966,"{""en"":""Long-distance air - Premium economy class"",""pt-PT"":""A\u00e9reo Longa dist\u00e2ncia - Premium economy class"",""pt-BR"":""A\u00e9reo Longa dist\u00e2ncia - Premium economy class"",""es"":""A\u00e9reo Longa dist\u00e2ncia - Premium economy class"",""fr"":""A\u00e9reo Longa dist\u00e2ncia - Premium economy class""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","long-distance-air-premium-economy-class","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
967,"{""en"":""Long-distance Air - Business class"",""pt-PT"":""A\u00e9reo Longa dist\u00e2ncia - Business class"",""pt-BR"":""A\u00e9reo Longa dist\u00e2ncia - Business class"",""es"":""A\u00e9reo Longa dist\u00e2ncia - Business class"",""fr"":""A\u00e9reo Longa dist\u00e2ncia - Business class""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","long-distance-air-business-class","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
968,"{""en"":""Long Distance Air - First class"",""pt-PT"":""A\u00e9reo Longa dist\u00e2ncia - First class"",""pt-BR"":""A\u00e9reo Longa dist\u00e2ncia - First class"",""es"":""A\u00e9reo Longa dist\u00e2ncia - First class"",""fr"":""A\u00e9reo Longa dist\u00e2ncia - First class""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","long-distance-air-first-class","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
969,"{""en"":""International Air - Default"",""pt-PT"":""A\u00e9reo Internacional - Default"",""pt-BR"":""A\u00e9reo Internacional - Default"",""es"":""A\u00e9reo Internacional - Default"",""fr"":""A\u00e9reo Internacional - Default""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","international-air-default","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
970,"{""en"":""International Air - Economy class"",""pt-PT"":""A\u00e9reo Internacional - Economy class"",""pt-BR"":""A\u00e9reo Internacional - Economy class"",""es"":""A\u00e9reo Internacional - Economy class"",""fr"":""A\u00e9reo Internacional - Economy class""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","international-air-economy-class","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
971,"{""en"":""International Air - Premium economy class"",""pt-PT"":""A\u00e9reo Internacional - Premium economy class"",""pt-BR"":""A\u00e9reo Internacional - Premium economy class"",""es"":""A\u00e9reo Internacional - Premium economy class"",""fr"":""A\u00e9reo Internacional - Premium economy class""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","international-air-premium-economy-class","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
972,"{""en"":""International Air - Business class"",""pt-PT"":""A\u00e9reo Internacional - Business class"",""pt-BR"":""A\u00e9reo Internacional - Business class"",""es"":""A\u00e9reo Internacional - Business class"",""fr"":""A\u00e9reo Internacional - Business class""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","international-air-business-class","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
973,"{""en"":""International Air - First class"",""pt-PT"":""A\u00e9reo Internacional - First class"",""pt-BR"":""A\u00e9reo Internacional - First class"",""es"":""A\u00e9reo Internacional - First class"",""fr"":""A\u00e9reo Internacional - First class""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","international-air-first-class","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
974,"{""en"":""Air Short-haul - Default"",""pt-PT"":""A\u00e9reo Curta dist\u00e2ncia - Default"",""pt-BR"":""A\u00e9reo Curta dist\u00e2ncia - Default"",""es"":""A\u00e9reo Curta dist\u00e2ncia - Default"",""fr"":""A\u00e9reo Curta dist\u00e2ncia - Default""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","air-short-haul-default","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
975,"{""en"":""Long-distance air - Default"",""pt-PT"":""A\u00e9reo Longa dist\u00e2ncia - Default"",""pt-BR"":""A\u00e9reo Longa dist\u00e2ncia - Default"",""es"":""A\u00e9reo Longa dist\u00e2ncia - Default"",""fr"":""A\u00e9reo Longa dist\u00e2ncia - Default""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","long-distance-air-default","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
976,"{""en"":""International Air - Default"",""pt-PT"":""A\u00e9reo Internacional - Default"",""pt-BR"":""A\u00e9reo Internacional - Default"",""es"":""A\u00e9reo Internacional - Default"",""fr"":""A\u00e9reo Internacional - Default""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","international-air-default","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
977,"{""en"":""Car"",""pt-PT"":""Carro"",""pt-BR"":""Average car"",""es"":""Average car"",""fr"":""Average car""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","car","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
978,"{""en"":""Scooters (up to 125cc.)"",""pt-PT"":""Scooters (at\u00e9 125cc.)"",""pt-BR"":""Scooters (at\u00e9 125cc.)"",""es"":""Scooters (at\u00e9 125cc.)"",""fr"":""Scooters (at\u00e9 125cc.)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","scooters-up-to-125cc","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
979,"{""en"":""Motorbike (125cc to 500cc)"",""pt-PT"":""Mota (125cc a 500cc)"",""pt-BR"":""Mota (125cc a 500cc)"",""es"":""Mota (125cc a 500cc)"",""fr"":""Mota (125cc a 500cc)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","motorbike-125cc-to-500cc","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
980,"{""en"":""Scooter (more than 500cc)"",""pt-PT"":""Mota (mais de 500cc)"",""pt-BR"":""Mota (mais de 500cc)"",""es"":""Mota (mais de 500cc)"",""fr"":""Mota (mais de 500cc)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","scooter-more-than-500cc","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
981,"{""en"":""Scooter (default)"",""pt-PT"":""Mota (default)"",""pt-BR"":""Mota (default)"",""es"":""Mota (default)"",""fr"":""Mota (default)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","scooter-default","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
982,"{""en"":""Taxi"",""pt-PT"":""Tax\u00ed"",""pt-BR"":""Regular taxi"",""es"":""Regular taxi"",""fr"":""Regular taxi""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","taxi","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
983,"{""en"":""Bus"",""pt-PT"":""Autocarro"",""pt-BR"":""Local bus"",""es"":""Local bus"",""fr"":""Local bus""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","bus","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
984,"{""en"":""Train (national)"",""pt-PT"":""Comboio (nacional)"",""pt-BR"":""Comboio (nacional)"",""es"":""Comboio (nacional)"",""fr"":""Comboio (nacional)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","train-national","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
985,"{""en"":""Train (international)"",""pt-PT"":""Comboio (internacional)"",""pt-BR"":""Comboio (internacional)"",""es"":""Comboio (internacional)"",""fr"":""Comboio (internacional)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","train-international","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
986,"{""en"":""Metro"",""pt-PT"":""Metro"",""pt-BR"":""Metro"",""es"":""Metro"",""fr"":""Metro""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","metro","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
987,"{""en"":""Freight train"",""pt-PT"":""Comboio de mercadorias"",""pt-BR"":""Comboio de mercadorias"",""es"":""Comboio de mercadorias"",""fr"":""Comboio de mercadorias""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","freight-train","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
988,"{""en"":""Van (up to 3.5 t)"",""pt-PT"":""Furg\u00e3o (at\u00e9 3,5 t)"",""pt-BR"":""Furg\u00e3o (at\u00e9 3,5 t)"",""es"":""Furg\u00e3o (at\u00e9 3,5 t)"",""fr"":""Furg\u00e3o (at\u00e9 3,5 t)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","van-up-to-35-t","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
989,"{""en"":""Heavy goods vehicle - Rigid"",""pt-PT"":""Ve\u00edculo pesado de mercadorias - R\u00edgido"",""pt-BR"":""Ve\u00edculo pesado de mercadorias - R\u00edgido"",""es"":""Ve\u00edculo pesado de mercadorias - R\u00edgido"",""fr"":""Ve\u00edculo pesado de mercadorias - R\u00edgido""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","heavy-goods-vehicle-rigid","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
990,"{""en"":""Heavy goods vehicle - Articulated"",""pt-PT"":""Ve\u00edculo pesado de mercadorias - Articulado"",""pt-BR"":""Ve\u00edculo pesado de mercadorias - Articulado"",""es"":""Ve\u00edculo pesado de mercadorias - Articulado"",""fr"":""Ve\u00edculo pesado de mercadorias - Articulado""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","heavy-goods-vehicle-articulated","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
991,"{""en"":""Heavy goods vehicle - Rigid - Refrigerated"",""pt-PT"":""Ve\u00edculo pesado de mercadorias - R\u00edgido Refrigerado"",""pt-BR"":""Ve\u00edculo pesado de mercadorias - R\u00edgido Refrigerado"",""es"":""Ve\u00edculo pesado de mercadorias - R\u00edgido Refrigerado"",""fr"":""Ve\u00edculo pesado de mercadorias - R\u00edgido Refrigerado""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","heavy-goods-vehicle-rigid-refrigerated","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
992,"{""en"":""Heavy Goods Vehicle - Articulated - Refrigerated"",""pt-PT"":""Ve\u00edculo pesado de mercadorias - Articulado Refrigerado"",""pt-BR"":""Ve\u00edculo pesado de mercadorias - Articulado Refrigerado"",""es"":""Ve\u00edculo pesado de mercadorias - Articulado Refrigerado"",""fr"":""Ve\u00edculo pesado de mercadorias - Articulado Refrigerado""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","heavy-goods-vehicle-articulated-refrigerated","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
993,"{""en"":""Ferry - walk-on passengers"",""pt-PT"":""Ferry - passageiros apeados"",""pt-BR"":""Ferry - passageiros apeados"",""es"":""Ferry - passageiros apeados"",""fr"":""Ferry - passageiros apeados""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","ferry-walk-on-passengers","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
994,"{""en"":""Ferry - passengers with car"",""pt-PT"":""Ferry - passageiros com viatura"",""pt-BR"":""Ferry - passageiros com viatura"",""es"":""Ferry - passageiros com viatura"",""fr"":""Ferry - passageiros com viatura""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","ferry-passengers-with-car","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
995,"{""en"":""Ferry (Average)"",""pt-PT"":""Ferry (M\u00e9dia)"",""pt-BR"":""Ferry (average)"",""es"":""Ferry (average)"",""fr"":""Ferry (average)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","ferry-average","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
996,"{""en"":""Crude oil tanker"",""pt-PT"":""Navio de transporte de crude"",""pt-BR"":""Navio de transporte de crude"",""es"":""Navio de transporte de crude"",""fr"":""Navio de transporte de crude""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","crude-oil-tanker","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
997,"{""en"":""Product carrier"",""pt-PT"":""Navio de transporte de de produtos"",""pt-BR"":""Navio de transporte de de produtos"",""es"":""Navio de transporte de de produtos"",""fr"":""Navio de transporte de de produtos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","product-carrier","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
998,"{""en"":""Chemical tanker"",""pt-PT"":""Navio de transporte de de qu\u00edmicos"",""pt-BR"":""Navio de transporte de de qu\u00edmicos"",""es"":""Navio de transporte de de qu\u00edmicos"",""fr"":""Navio de transporte de de qu\u00edmicos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","chemical-tanker","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
999,"{""en"":""LNG Cargo vessel"",""pt-PT"":""Navio de transporte de GNL"",""pt-BR"":""Navio de transporte de GNL"",""es"":""Navio de transporte de GNL"",""fr"":""Navio de transporte de GNL""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","lng-cargo-vessel","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
1000,"{""en"":""LPG Cargo vessel"",""pt-PT"":""Navio de transporte de GPL"",""pt-BR"":""Navio de transporte de GPL"",""es"":""Navio de transporte de GPL"",""fr"":""Navio de transporte de GPL""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","lpg-cargo-vessel","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
1001,"{""en"":""Bulk Cargo vessel"",""pt-PT"":""Navio de carga de mercadorias a granel"",""pt-BR"":""Navio de carga de mercadorias a granel"",""es"":""Navio de carga de mercadorias a granel"",""fr"":""Navio de carga de mercadorias a granel""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","bulk-cargo-vessel","2023-04-05T22:37:04.000Z","2023-04-05T22:37:04.000Z"
