"id","note","only","except","parent_id","sdg_id","category_id","order","impact","name","description","is_translated","created_at","updated_at","deleted_at"
83,,,,,,3,,"0.00","{""en"":""Define an action plan to operationalize sustainability objectives and goals"",""pt-PT"":""Definir plano de ação para operacionalizar objetivos e metas de sustentabilidade"",""pt-BR"":""Definir plano de ação para operacionalizar objetivos e metas de sustentabilidade"",""es"":""Definir un plan de acción para poner en práctica los objetivos y metas de sostenibilidad."",""fr"":""Définir un plan d'action pour rendre opérationnels les objectifs et les cibles en matière de développement durable""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
84,,,,,,3,,"0.00","{""en"":""Map sustainability management tools and practices that the organization can deploy"",""pt-PT"":""Mapear instrumentos e práticas de gestão da sustentabilidade que a organização pode implementar"",""pt-BR"":""Mapear instrumentos e práticas de gestão da sustentabilidade que a organização pode implementar"",""es"":""Definir herramientas y prácticas de gestión de la sostenibilidad que la organización pueda aplicar."",""fr"":""Cartographier les outils et les pratiques de gestion du développement durable que l'organisation peut mettre en œuvre""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
85,,,,,,3,,"0.00","{""en"":""Commit to specific sustainability principles and/or initiatives that monitor the organization's performance"",""pt-PT"":""Comprometer-se com princípios e/ou iniciativas concretas de sustentabilidade que monitorizam o desempenho da organização"",""pt-BR"":""Comprometer-se com princípios e/ou iniciativas concretas de sustentabilidade que monitorizam o desempenho da organização"",""es"":""Comprometerse con principios y/o iniciativas concretas de sostenibilidad que supervisen el rendimiento de la organización."",""fr"":""S'engager à respecter des principes et/ou des initiatives concrets en matière de développement durable qui permettent de contrôler les performances de l'organisation.""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
86,,,,,,3,,"0.00","{""en"":""Create mechanisms to influence the value chain and achieve the organization's sustainability objectives"",""pt-PT"":""Criar mecanismos para influenciar a cadeia de valor e alcançar a consecução dos objetivos de sustentabilidade da organização"",""pt-BR"":""Criar mecanismos para influenciar a cadeia de valor e alcançar a consecução dos objetivos de sustentabilidade da organização"",""es"":""Crear mecanismos para influir en la cadena de valor y alcanzar los objetivos de sostenibilidad de la organización."",""fr"":""Créer des mécanismes pour influencer la chaîne de valeur et atteindre les objectifs de l'organisation en matière de développement durable.""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
87,,,,,,1,,"0.00","{""en"":""Create and monitor KPI's of air emissions"",""pt-PT"":""Criar e monitorizar KPI's de emissões no ar"",""pt-BR"":""Criar e monitorizar KPI's de emissões no ar"",""es"":""Crear y supervisar indicadores clave de rendimiento de las emisiones atmosféricas"",""fr"":""Créer et contrôler les indicateurs clés de performance des émissions atmosphériques""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
88,,,,,,1,,"0.00","{""en"":""Define/Review strategy for reducing air emissions and energy consumption"",""pt-PT"":""Definir/Rever a estratégia para redução das emissões no ar e consumo energético"",""pt-BR"":""Definir/Rever a estratégia para redução das emissões no ar e consumo energético"",""es"":""Definir/revisar la estrategia para reducir las emisiones atmosféricas y el consumo de energía"",""fr"":""Définir/réviser la stratégie de réduction des émissions atmosphériques et de la consommation d'énergie""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
89,,,,,,1,,"0.00","{""en"":""Create and monitor KPI's of direct GHG emissions (scope 1)"",""pt-PT"":""Criar e monitorizar KPI's de emissões diretas de GEE (âmbito 1)"",""pt-BR"":""Criar e monitorizar KPI's de emissões diretas de GEE (âmbito 1)"",""es"":""Crear y supervisar los indicadores clave de rendimiento de las emisiones directas de gases de efecto invernadero (alcance 1)"",""fr"":""Créer et contrôler les indicateurs de performance clés des émissions directes de gaz à effet de serre (champ d'application 1)""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
90,,,,,,1,,"0.00","{""en"":""Create and monitor KPI's of indirect GHG emissions from energy acquisition (scope 2)"",""pt-PT"":""Criar e monitorizar KPI's de emissões indiretas de GEE provenientes da aquisição de energia (âmbito 2)"",""pt-BR"":""Criar e monitorizar KPI's de emissões indiretas de GEE provenientes da aquisição de energia (âmbito 2)"",""es"":""Crear y supervisar los KPI de las emisiones indirectas de GEI procedentes de la adquisición de energía (alcance 2)"",""fr"":""Créer et contrôler les indicateurs de performance clés des émissions indirectes de gaz à effet de serre provenant de l'acquisition d'énergie (champ d'application 2)""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
91,,,,,,1,,"0.00","{""en"":""To create and monitor KPIs for indirect GHG emissions (scope 3)"",""pt-PT"":""Criar e monitorizar KPI's de emissões indiretas de GEE (âmbito 3)"",""pt-BR"":""Criar e monitorizar KPI's de emissões indiretas de GEE (âmbito 3)"",""es"":""Crear y supervisar KPI de emisiones indirectas de GEI (alcance 3)"",""fr"":""Créer et contrôler les indicateurs clés de performance pour les émissions indirectes de gaz à effet de serre (champ d'application 3)""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
92,,,,,,1,,"0.00","{""en"":""Carry out and monitor the compensation of CO₂ by sequestration"",""pt-PT"":""Realizar e monitorizar a compensação de CO₂ por sequestro"",""pt-BR"":""Realizar e monitorizar a compensação de CO₂ por sequestro"",""es"":""Realizar y supervisar la compensación de CO₂ por secuestro."",""fr"":""Effectuer et surveiller la compensation du CO₂ par séquestration""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
93,,,,,,1,,"0.00","{""en"":""Carry out (or review) an analysis study of impacts on biodiversity and the respective impact reduction strategy"",""pt-PT"":""Realizar (ou rever) estudo de análise de impactos na biodiversidade e respetiva estratégia de redução do impacte"",""pt-BR"":""Realizar (ou rever) estudo de análise de impactos na biodiversidade e respetiva estratégia de redução do impacte"",""es"":""Realizar (o revisar) un estudio de análisis de impactos sobre la biodiversidad y la respectiva estrategia de reducción de impactos"",""fr"":""Réaliser (ou réviser) une étude d'analyse des impacts sur la biodiversité et la stratégie de réduction des impacts correspondante.""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
94,,,,,,1,,"0.00","{""en"":""Contribute to the development of biodiversity regeneration projects"",""pt-PT"":""Contribuir para o desenvolvimento de projetos de regeneração da biodiversidade"",""pt-BR"":""Contribuir para o desenvolvimento de projetos de regeneração da biodiversidade"",""es"":""Contribuir al desarrollo de proyectos de regeneración de la biodiversidad"",""fr"":""Contribuer au développement de projets de régénération de la biodiversité""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
95,,,,,,1,,"0.00","{""en"":""Define a strategy to reduce consumption/extraction of materials and its impacts"",""pt-PT"":""Definir estratégia para redução do consumo/extração de materiais e respetivos impactos"",""pt-BR"":""Definir estratégia para redução do consumo/extração de materiais e respetivos impactos"",""es"":""Definir una estrategia para reducir el consumo/extracción de materiales y los respectivos impactos"",""fr"":""Définir une stratégie de réduction de la consommation/extraction de matériaux et des impacts respectifs""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
96,,,,,,2,,"0.00","{""en"":""Define a strategy to monitor the employees' satisfaction level"",""pt-PT"":""Definir uma estratégia para monitorizar o nível de satisfação dos colaboradores"",""pt-BR"":""Definir uma estratégia para monitorizar o nível de satisfação dos colaboradores"",""es"":""Definir una estrategia para controlar el nivel de satisfacción de los empleados."",""fr"":""Définir une stratégie pour contrôler le niveau de satisfaction des employés""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
97,,,,,,2,,"0.00","{""en"":""Implement measures in line with the monitoring results of the level of employee satisfaction"",""pt-PT"":""Implementar medidas alinhadas com os resultados da monitorização do nível de satisfação dos colaboradores"",""pt-BR"":""Implementar medidas alinhadas com os resultados da monitorização do nível de satisfação dos colaboradores"",""es"":""Implementar medidas de acuerdo con los resultados del seguimiento del nivel de satisfacción de los empleados."",""fr"":""Mettre en œuvre des mesures en fonction des résultats du contrôle du niveau de satisfaction des employés""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
98,,,,,,2,,"0.00","{""en"":""Create a strategy to ease the work-life balance"",""pt-PT"":""Criar uma estratégia para facilitar a conciliação entre a vida profissional, familiar e pessoal"",""pt-BR"":""Criar uma estratégia para facilitar a conciliação entre a vida profissional, familiar e pessoal"",""es"":""Crear una estrategia para facilitar la conciliación de la vida profesional, familiar y personal"",""fr"":""Élaborer une stratégie visant à faciliter la conciliation entre la vie professionnelle, la vie familiale et la vie personnelle""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
99,,,,,,2,,"0.00","{""en"":""Define a strategy to monitor the level of employee satisfaction on conciliation measures"",""pt-PT"":""Definir uma estratégia para monitorizar o nível de satisfação dos colaboradores sobre as medidas de conciliação"",""pt-BR"":""Definir uma estratégia para monitorizar o nível de satisfação dos colaboradores sobre as medidas de conciliação"",""es"":""Definir una estrategia de seguimiento del grado de satisfacción de los trabajadores con las medidas de conciliación."",""fr"":""Définir une stratégie pour contrôler le niveau de satisfaction des employés à l'égard des mesures de conciliation""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
100,,,,,,2,,"0.00","{""en"":""Implement measures in line with the monitoring results of the level of employee satisfaction with the conciliation measures"",""pt-PT"":""Implementar medidas alinhadas com os resultados da monitorização do nível de satisfação dos colaboradores com as medidas de conciliação"",""pt-BR"":""Implementar medidas alinhadas com os resultados da monitorização do nível de satisfação dos colaboradores com as medidas de conciliação"",""es"":""Poner en marcha medidas acordes con los resultados del seguimiento del nivel de satisfacción de los empleados con las medidas de conciliación"",""fr"":""Mettre en œuvre des mesures conformes aux résultats du suivi du niveau de satisfaction des employés à l'égard des mesures de conciliation""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
101,,,,,,2,,"0.00","{""en"":""Create a dialogue system with employees about working conditions"",""pt-PT"":""Criar um sistema de diálogo com os colaboradores sobre as condições laborais"",""pt-BR"":""Criar um sistema de diálogo com os colaboradores sobre as condições laborais"",""es"":""Crear un sistema de diálogo con los empleados sobre las condiciones de trabajo"",""fr"":""Créer un système de dialogue avec les employés sur les conditions de travail""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
102,,,,,,2,,"0.00","{""en"":""Create an IED+B policy and strategy"",""pt-PT"":""Criar uma política e estratégia de DEI+B"",""pt-BR"":""Criar uma política e estratégia de DEI+B"",""es"":""Crear una política y una estrategia de IED+B"",""fr"":""Créer une politique et une stratégie IED+B""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
103,,,,,,2,,"0.00","{""en"":""Analyzing the risks of human rights violations"",""pt-PT"":""Analisar os riscos de violação de direitos humanos"",""pt-BR"":""Analisar os riscos de violação de direitos humanos"",""es"":""Analizar los riesgos de violación de los derechos humanos"",""fr"":""Analyser les risques de violation des droits de l'homme""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
104,,,,,,2,,"0.00","{""en"":""Creating a strategy for managing and reducing the risks of human rights violations"",""pt-PT"":""Criar uma estratégia para a gestão e redução dos riscos de violação de direitos humanos"",""pt-BR"":""Criar uma estratégia para a gestão e redução dos riscos de violação de direitos humanos"",""es"":""Crear una estrategia para gestionar y reducir los riesgos de violación de los derechos humanos"",""fr"":""Élaborer une stratégie de gestion et de réduction des risques de violation des droits de l'homme""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
105,,,,,,2,,"0.00","{""en"":""Implement measures to tackle human rights complaints received"",""pt-PT"":""Implementar medidas para dar resposta às reclamações sobre direitos humanos recebidas"",""pt-BR"":""Implementar medidas para dar resposta às reclamações sobre direitos humanos recebidas"",""es"":""Aplicar medidas para responder a las quejas recibidas en materia de derechos humanos"",""fr"":""Mettre en œuvre des mesures pour répondre aux plaintes reçues en matière de droits de l'homme""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
106,,,,,,3,,"0.00","{""en"":""Develop a strategy to monitor the level of satisfaction of priority stakeholders"",""pt-PT"":""Criar uma estratégia de monitorização do nível de satisfação dos stakeholders prioritários"",""pt-BR"":""Criar uma estratégia de monitorização do nível de satisfação dos stakeholders prioritários"",""es"":""Crear una estrategia para supervisar el nivel de satisfacción de las partes interesadas prioritarias"",""fr"":""Créer une stratégie pour contrôler le niveau de satisfaction des parties prenantes prioritaires""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
107,,,,,,3,,"0.00","{""en"":""Perform an external validation of the sustainability report"",""pt-PT"":""Fazer a verificação externa do relatório de sustentabilidade"",""pt-BR"":""Fazer a verificação externa do relatório de sustentabilidade"",""es"":""Realizar una verificación externa de la memoria de sostenibilidad"",""fr"":""Effectuer une vérification externe du rapport de développement durable""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
108,,,,,,3,,"0.00","{""en"":""Review the materiality analysis to incorporate the expectations and needs of stakeholders (whether arising from a specific consultation process or previously carried out)"",""pt-PT"":""Rever a análise de materialidade para incorporar as expetativas e necessidades dos stakeholders (quer decorram de um processo de auscultação específico ou previamente realizado)"",""pt-BR"":""Rever a análise de materialidade para incorporar as expetativas e necessidades dos stakeholders (quer decorram de um processo de auscultação específico ou previamente realizado)"",""es"":""Revisar el análisis de materialidad para incorporar las expectativas y necesidades de las partes interesadas (tanto si surgen de un proceso de consulta específico como si se han realizado previamente)"",""fr"":""Revoir l'analyse de matérialité pour y intégrer les attentes et les besoins des parties prenantes (qu'ils résultent d'un processus de consultation spécifique ou qu'ils aient été réalisés antérieurement)""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
109,,,,,,3,,"0.00","{""en"":""Implement an ethics management system (or equivalent practices and procedures)"",""pt-PT"":""Implementar um sistema de gestão da ética (ou práticas e procedimentos equivalentes)"",""pt-BR"":""Implementar um sistema de gestão da ética (ou práticas e procedimentos equivalentes)"",""es"":""Implantar un sistema de gestión ética (o prácticas y procedimientos equivalentes)"",""fr"":""Mettre en œuvre un système de gestion de l'éthique (ou des pratiques et procédures équivalentes)""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
110,,,,,,3,,"0.00","{""en"":""Perform an external validation of the ethics management system"",""pt-PT"":""Fazer a verificação externa do sistema de gestão da ética"",""pt-BR"":""Fazer a verificação externa do sistema de gestão da ética"",""es"":""Realizar una verificación externa del sistema de gestión de la ética"",""fr"":""Faire procéder à une vérification externe du système de gestion de l'éthique""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
111,,,,,,3,,"0.00","{""en"":""Perform an external validation of the information integrity management system"",""pt-PT"":""Fazer a verificação externa do sistema de gestão da integridade da informação"",""pt-BR"":""Fazer a verificação externa do sistema de gestão da integridade da informação"",""es"":""Realizar una verificación externa del sistema de gestión de la integridad de la información"",""fr"":""Effectuer une vérification externe du système de gestion de l'intégrité de l'information""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
112,,,,,,3,,"0.00","{""en"":""Analyzing risks associated with the information systems integrity"",""pt-PT"":""Analisar riscos associados à integridade dos sistemas de informação"",""pt-BR"":""Analisar riscos associados à integridade dos sistemas de informação"",""es"":""Analizar los riesgos asociados a la integridad de los sistemas de información"",""fr"":""Analyser les risques liés à l'intégrité des systèmes d'information""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
113,,,,,,3,,"0.00","{""en"":""Implement measures to monitor and verify the resilience of the information integrity management system"",""pt-PT"":""Implementar medidas de monitorização e verificação da resiliência do sistema de gestão da integridade da informação"",""pt-BR"":""Implementar medidas de monitorização e verificação da resiliência do sistema de gestão da integridade da informação"",""es"":""Aplicar medidas para supervisar y verificar la resistencia del sistema de gestión de la integridad de la información"",""fr"":""Mettre en œuvre des mesures pour surveiller et vérifier la résilience du système de gestion de l'intégrité de l'information""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
114,,,,,,3,,"0.00","{""en"":""Integrate information integrity and data security criteria in the selection of suppliers and technologies"",""pt-PT"":""Integrar critérios de integridade da informação e segurança de dados na seleção de fornecedores e tecnologias"",""pt-BR"":""Integrar critérios de integridade da informação e segurança de dados na seleção de fornecedores e tecnologias"",""es"":""Integrar criterios de integridad de la información y seguridad de los datos en la selección de proveedores y tecnologías"",""fr"":""Intégrer des critères d'intégrité de l'information et de sécurité des données dans la sélection des fournisseurs et des technologies""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
115,,,,,,3,,"0.00","{""en"":""Incorporate sustainability criteria in the suppliers' selection and service contracting"",""pt-PT"":""Incorporar critérios de sustentabilidade na seleção de fornecedores e na contratação de serviços"",""pt-BR"":""Incorporar critérios de sustentabilidade na seleção de fornecedores e na contratação de serviços"",""es"":""Incorporar criterios de sostenibilidad en la selección de proveedores y contratación de servicios"",""fr"":""Intégrer des critères de durabilité dans la sélection des fournisseurs et la passation des marchés de services""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
116,,,,,,3,,"0.00","{""en"":""Create/review the purchasing/procurement policy and integrate sustainability priorities"",""pt-PT"":""Criar/Rever política de compras e integrar prioridades de sustentabilidade"",""pt-BR"":""Criar/Rever política de compras e integrar prioridades de sustentabilidade"",""es"":""Crear/revisar la política de compras e integrar las prioridades de sostenibilidad"",""fr"":""Créer/réviser la politique d'achat et intégrer les priorités en matière de développement durable""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
117,,,,,,3,,"0.00","{""en"":""Define technical specifications in the Tender documents aligned with the Objectives of the Journey 2030 materials"",""pt-PT"":""Definir especificações técnicas nos cadernos de encargos alinhadas com os Objetivos da Jornada 2030 materiais"",""pt-BR"":""Definir especificações técnicas nos cadernos de encargos alinhadas com os Objetivos da Jornada 2030 materiais"",""es"":""Definir especificaciones técnicas en el pliego de condiciones alineadas con los objetivos de los materiales de la Trayectoria 2030"",""fr"":""Définir des spécifications techniques dans les cahiers des charges alignés sur les objectifs des matériaux de l'initiative 'Horizon 2030'.""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
118,,,,,,3,,"0.00","{""en"":""Create a strategy to monitor, audit and evaluate the suppliers' performance"",""pt-PT"":""Criar uma estratégia para monitorizar, auditar e avaliar o desempenho dos fornecedores"",""pt-BR"":""Criar uma estratégia para monitorizar, auditar e avaliar o desempenho dos fornecedores"",""es"":""Crear una estrategia para supervisar, auditar y evaluar el rendimiento de los proveedores"",""fr"":""Créer une stratégie de suivi, d'audit et d'évaluation des performances des fournisseurs""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
119,,,,,,1,0,"0.00","{""en"":""Analyse and monitor the waste produced"",""pt-PT"":""Analizar e monitorizar os resíduos produzidos"",""pt-BR"":""Analizar e monitorizar os resíduos produzidos"",""es"":""Analizar y controlar los residuos producidos"",""fr"":""Analyser et contrôler les déchets générés""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-05T23:06:15.000Z","2023-06-05T17:55:01.000Z",
120,,,,,,1,,"0.00","{""en"":""Evaluate the possibility to recycle/reuse water in the facilities"",""pt-PT"":""Avaliar a possibilidade de reciclar/reutilizar água nas instalações"",""pt-BR"":""Avaliar a possibilidade de reciclar/reutilizar água nas instalações"",""es"":""Evaluar la posibilidad de reciclar/reutilizar el agua en las instalaciones"",""fr"":""Évaluer la possibilité de recycler/réutiliser l'eau dans les installations""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-05T23:06:15.000Z","2023-04-05T23:06:59.000Z",
121,,,,,,1,,"0.00","{""en"":""Create procedures and/or policies for the correct use of soils"",""pt-PT"":""Criar procedimentos e/ou políticas de correta utilização dos solos"",""pt-BR"":""Criar procedimentos e/ou políticas de correta utilização dos solos"",""es"":""Crear procedimientos y/o políticas para el uso correcto de los suelos"",""fr"":""Créer des procédures et/ou des politiques pour l'utilisation correcte des sols""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-05T23:06:15.000Z","2023-04-05T23:06:59.000Z",
122,,,,,,1,,"0.00","{""en"":""To create a policy of sustainable exploitation of seas and/or oceans"",""pt-PT"":""Criar política de exploração sustentável de mares e/ou oceanos"",""pt-BR"":""Criar política de exploração sustentável de mares e/ou oceanos"",""es"":""Crear una política de explotación sostenible de mares y/o océanos"",""fr"":""Créer une politique d'exploitation durable des mers et/ou des océans""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-05T23:06:15.000Z","2023-04-05T23:06:59.000Z",
123,,,,,,1,,"0.00","{""en"":""Create procedures and/or policies for correct forest management and combating deforestation"",""pt-PT"":""Criar procedimentos e/ou políticas de correta gestão florestal e combate à desflorestação"",""pt-BR"":""Criar procedimentos e/ou políticas de correta gestão florestal e combate à desflorestação"",""es"":""Crear procedimientos y/o políticas para la correcta gestión de los bosques y la lucha contra la deforestación"",""fr"":""Créer des procédures et/ou des politiques pour la gestion correcte des forêts et la lutte contre la déforestation.""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-05T23:06:15.000Z","2023-04-05T23:06:59.000Z",
