"id","note","only","parent_id","order","name","description","is_translated","created_at","updated_at","deleted_at","except"
85,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",56,310,"{""en"":""Governance policies"",""pt-PT"":""Pol\u00edticas de governa\u00e7\u00e3o"",""pt-BR"":""Pol\u00edticas de governa\u00e7\u00e3o"",""es"":""Pol\u00edticas de gobernanza"",""fr"":""Politiques de gouvernance""}","{""en"":""Governance policies"",""pt-PT"":""Pol\u00edticas de governa\u00e7\u00e3o"",""pt-BR"":""Pol\u00edticas de governa\u00e7\u00e3o"",""es"":""Pol\u00edticas de gobernanza"",""fr"":""Politiques de gouvernance""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
86,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",54,85,"{""en"":""Framework"",""pt-PT"":""Enquadramento"",""pt-BR"":""Enquadramento"",""es"":""Marco"",""fr"":""Contexte""}","{""en"":""Framework"",""pt-PT"":""Enquadramento"",""pt-BR"":""Enquadramento"",""es"":""Marco"",""fr"":""Contexte ""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
87,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,165,"{""en"":""Framework"",""pt-PT"":""Enquadramento"",""pt-BR"":""Enquadramento"",""es"":""Marco"",""fr"":""Contexte""}","{""en"":""Framework"",""pt-PT"":""Enquadramento"",""pt-BR"":""Enquadramento"",""es"":""Marco"",""fr"":""Contexte""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
88,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",56,245,"{""en"":""Framework"",""pt-PT"":""Enquadramento"",""pt-BR"":""Enquadramento"",""es"":""Marco"",""fr"":""Contexte""}","{""en"":""Framework"",""pt-PT"":""Enquadramento"",""pt-BR"":""Enquadramento"",""es"":""Marco"",""fr"":""Contexte""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
89,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,231,"{""en"":""Local partnerships"",""pt-PT"":""Parcerias locais"",""pt-BR"":""Parcerias locais"",""es"":""Asociaciones locales"",""fr"":""Partenariats locaux""}","{""en"":""Local partnerships"",""pt-PT"":""Parcerias locais"",""pt-BR"":""Parcerias locais"",""es"":""Asociaciones locales"",""fr"":""Partenariats locaux""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
90,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,232,"{""en"":""Local purchases"",""pt-PT"":""Compras locais"",""pt-BR"":""Compras locais"",""es"":""Compras locales"",""fr"":""Achats locaux""}","{""en"":""Local procurement"",""pt-PT"":""Compras locais"",""pt-BR"":""Compras locais"",""es"":""Contrataci\u00f3n local"",""fr"":""Achats locaux""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
91,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,233,"{""en"":""Local products"",""pt-PT"":""Produtos locais"",""pt-BR"":""Produtos locais"",""es"":""Productos locales"",""fr"":""Produits locaux""}","{""en"":""Local products"",""pt-PT"":""Produtos locais"",""pt-BR"":""Produtos locais"",""es"":""Productos locales"",""fr"":""Produits locaux""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
92,"bcsd1","fa385a88-d089-434e-917f-9888c24cd400",,51,"{""en"":""Report"",""pt-PT"":""Relat\u00f3rio"",""pt-BR"":""Relat\u00f3rio"",""es"":""Informe"",""fr"":""Rapport""}","{""en"":""Report"",""pt-PT"":""Relat\u00f3rio"",""pt-BR"":""Relat\u00f3rio"",""es"":""Informe"",""fr"":""Rapport""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
93,"praia","1379696d-fd48-4a45-9c3a-175bb5d6a736",,1,"{""en"":""Environment"",""pt-PT"":""Ambiente"",""pt-BR"":""Ambiente"",""es"":""Medio ambiente"",""fr"":""Environnement""}","{""en"":""This category assesses the level of maturity in the environment pillar"",""pt-PT"":""Esta categoria avalia o n\u00edvel de maturidade no pilar do ambiente"",""pt-BR"":""This category assesses the level of maturity in the environment pillar"",""es"":""Esta categor\u00eda eval\u00faa el nivel de madurez en el pilar medioambiental"",""fr"":""Cette cat\u00e9gorie \u00e9value le niveau de maturit\u00e9 du pilier environnemental""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
94,"praia","1379696d-fd48-4a45-9c3a-175bb5d6a736",,2,"{""en"":""Social"",""pt-PT"":""Social"",""pt-BR"":""Social"",""es"":""Social"",""fr"":""Social""}","{""en"":""This category assesses the level of maturity in the social pillar"",""pt-PT"":""Esta categoria avalia o n\u00edvel de maturidade no pilar social"",""pt-BR"":""This category assesses the level of maturity in the social pillar"",""es"":""Esta categor\u00eda eval\u00faa el nivel de madurez en el pilar social"",""fr"":""Cette cat\u00e9gorie \u00e9value le niveau de maturit\u00e9 du pilier social.""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
95,"praia","1379696d-fd48-4a45-9c3a-175bb5d6a736",,3,"{""en"":""Governance"",""pt-PT"":""Governan\u00e7a"",""pt-BR"":""Governan\u00e7a"",""es"":""Gobernanza"",""fr"":""Gouvernance""}","{""en"":""This category assesses the maturity level in the governance pillar, which underpins the environment and social pillars"",""pt-PT"":""Esta categoria avalia o n\u00edvel de maturidade no pilar da governa\u00e7\u00e3o, que est\u00e1 na base dos pilares ambiental e social"",""pt-BR"":""This category assesses the maturity level in the governance pillar, which underpins the environment and social pillars"",""es"":""Esta categor\u00eda eval\u00faa el nivel de madurez del pilar de gobernanza, que sustenta los pilares medioambiental y social."",""fr"":""Cette cat\u00e9gorie \u00e9value le niveau de maturit\u00e9 du pilier de la gouvernance, qui sous-tend les piliers environnemental et socia""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
96,"Screen2BR",,,1,"{""en"":""Environment"",""pt-PT"":""Ambiente"",""pt-BR"":""Ambiente"",""es"":""Medio Ambiente"",""fr"":""Environnement""}","{""en"":""Environment"",""pt-PT"":null,""pt-BR"":null,""es"":""Medio Ambiente"",""fr"":""Environnement""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-24T09:36:02.000Z","2023-06-23T13:43:39.000Z",,
97,"Screen2BR",,,2,"{""en"":""Social"",""pt-PT"":""Social"",""pt-BR"":""Social"",""es"":""Social"",""fr"":""Social""}","{""en"":""Social"",""pt-PT"":""Social"",""pt-BR"":null,""es"":""Social"",""fr"":""Social""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-24T09:36:12.000Z","2023-06-23T13:49:46.000Z",,
98,"Screen2BR",,,3,"{""en"":""Governance"",""pt-PT"":""Governança"",""pt-BR"":""Governança"",""es"":""Gobernanza"",""fr"":""Gouvernance""}","{""en"":""Governance"",""pt-PT"":""Governança"",""pt-BR"":null,""es"":""Gobernanza"",""fr"":""Gouvernance""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-24T09:36:21.000Z","2023-06-23T13:51:01.000Z",,
102,,,,1,"{""en"":""Environment"",""pt-PT"":""Ambiente"",""pt-BR"":""Ambiente"",""es"":""Medio Ambiente"",""fr"":""Environnement""}","{""en"":""Environment"",""pt-PT"":""Ambiente"",""pt-BR"":null,""es"":""Medio Ambiente"",""fr"":""Environnement""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-12T13:30:49.000Z","2023-06-23T13:52:34.000Z",,
103,,,,2,"{""en"":""Social"",""pt-PT"":""Social"",""pt-BR"":""Social"",""es"":""Social"",""fr"":""Social""}","{""en"":""Social"",""pt-PT"":""Social"",""pt-BR"":null,""es"":""Social"",""fr"":""Social""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-12T13:31:03.000Z","2023-06-23T13:53:17.000Z",,
104,,,,3,"{""en"":""Governance"",""pt-PT"":""Governança"",""pt-BR"":""Governança"",""es"":""Gobernanza"",""fr"":""Gouvernance""}","{""en"":""Governance"",""pt-PT"":""Governança"",""pt-BR"":null,""es"":""Gobernanza"",""fr"":""Gouvernance""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-12T13:31:13.000Z","2023-06-23T13:54:20.000Z",,
105,,,102,1,"{""en"":""Climate Change"",""pt-PT"":""Alterações climáticas"",""pt-BR"":""Climate Change"",""es"":""Cambio Climático"",""fr"":""Changement climatique""}","{""en"":""Climate Change"",""pt-PT"":""Alterações climáticas"",""pt-BR"":""Climate Change"",""es"":""Cambio Climático"",""fr"":""Changement climatique""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-12T13:33:09.000Z","2023-06-23T13:55:35.000Z",,
106,,,102,2,"{""en"":""Pollution"",""pt-PT"":""Poluição"",""pt-BR"":""Poluição"",""es"":""Contaminación"",""fr"":""Pollution""}","{""en"":""Pollution"",""pt-PT"":""Poluição"",""pt-BR"":""Poluição"",""es"":""Contaminación"",""fr"":""Pollution""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-12T13:33:20.000Z","2023-06-23T13:56:35.000Z",,
107,,,102,3,"{""en"":""Water and marine resources"",""pt-PT"":""Água e recursos marinhos"",""pt-BR"":""Água e recursos marinhos"",""es"":""Agua y recursos marinos"",""fr"":""Eau et ressources marines""}","{""en"":""Water and marine resources"",""pt-PT"":""Água e recursos marinhos"",""pt-BR"":""Água e recursos marinhos"",""es"":""Agua y recursos marinos"",""fr"":""Eau et ressources marines""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-17T10:19:10.000Z","2023-06-23T13:57:46.000Z",,
108,,,102,4,"{""en"":""Biodiversity and ecosystems"",""pt-PT"":""Biodiversidade e ecossistemas"",""pt-BR"":""Biodiversidade e ecossistemas"",""es"":""Biodiversidad y ecosistemas"",""fr"":""Biodiversité et écosystèmes""}","{""en"":""Biodiversity and ecosystems"",""pt-PT"":""Biodiversidade e ecossistemas"",""pt-BR"":""Biodiversidade e ecossistemas"",""es"":""Biodiversidad y ecosistemas"",""fr"":""Biodiversité et écosystèmes""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-18T09:38:12.000Z","2023-06-23T13:59:33.000Z",,
109,,,102,5,"{""en"":""Use of resources and circular economy"",""pt-PT"":""Utilização de recursos e economia circular"",""pt-BR"":""Utilização de recursos e economia circular"",""es"":""Utilización de recursos y economía circular"",""fr"":""Utilisation des ressources et économie circulaire""}","{""en"":""Use of resources and circular economy"",""pt-PT"":""Utilização de recursos e economia circular"",""pt-BR"":""Utilização de recursos e economia circular"",""es"":""Utilización de recursos y economía circular"",""fr"":""Utilisation des ressources et économie circulaire""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-22T08:41:51.000Z","2023-06-23T14:00:38.000Z",,
110,,,103,1,"{""en"":""Workers in the organisation"",""pt-PT"":""Trabalhadores da organização"",""pt-BR"":""Trabalhadores da organização"",""es"":""Trabajadores de la organización"",""fr"":""Travailleurs de l'organisation""}","{""en"":""Workers in the organisation"",""pt-PT"":""Trabalhadores da organização"",""pt-BR"":""Trabalhadores da organização"",""es"":""Trabajadores de la organización"",""fr"":""Travailleurs de l'organisation""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-27T12:48:19.000Z","2023-06-23T14:02:31.000Z",,
111,,,103,2,"{""en"":""Workers in the value chain"",""pt-PT"":""Trabalhadores da cadeia de valor"",""pt-BR"":""Trabalhadores da cadeia de valor"",""es"":""Trabajadores de la cadena de valor"",""fr"":""Travailleurs de la chaîne de valeur""}","{""en"":""Workers in the value chain"",""pt-PT"":""Trabalhadores da cadeia de valor"",""pt-BR"":""Trabalhadores da cadeia de valor"",""es"":""Trabajadores de la cadena de valor"",""fr"":""Travailleurs de la chaîne de valeur""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-30T19:31:35.000Z","2023-06-23T14:03:39.000Z",,
112,,,103,3,"{""en"":""Affected communities"",""pt-PT"":""Comunidades afetadas"",""pt-BR"":""Comunidades afetadas"",""es"":""Comunidades afectadas"",""fr"":""Communautés affectées""}","{""en"":""Affected communities"",""pt-PT"":""Comunidades afetadas"",""pt-BR"":""Comunidades afetadas"",""es"":""Comunidades afectadas"",""fr"":""Communautés affectées""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-31T11:40:24.000Z","2023-06-23T14:04:36.000Z",,
113,,,103,4,"{""en"":""Consumers and end-users"",""pt-PT"":""Consumidores e utilizadores finais"",""pt-BR"":""Consumidores e utilizadores finais"",""es"":""Consumidores y usuarios finales"",""fr"":""Consommateurs et utilisateurs finaux""}","{""en"":""Consumers and end-users"",""pt-PT"":""Consumidores e utilizadores finais"",""pt-BR"":""Consumidores e utilizadores finais"",""es"":""Consumidores y usuarios finales"",""fr"":""Consommateurs et utilisateurs finaux""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-31T16:38:02.000Z","2023-06-23T14:05:47.000Z",,
114,,,104,1,"{""en"":""Main conduct policies and corporate culture"",""pt-PT"":""Principais políticas de conduta e cultura corporativa"",""pt-BR"":""Principais políticas de conduta e cultura corporativa"",""es"":""Principales políticas de conducta y cultura corporativa"",""fr"":""Principales politiques de conduite et culture d'entreprise""}","{""en"":""Main conduct policies and corporate culture"",""pt-PT"":""Principais políticas de conduta e cultura corporativa"",""pt-BR"":""Principais políticas de conduta e cultura corporativa"",""es"":""Principales políticas de conducta y cultura corporativa"",""fr"":""Principales politiques de conduite et culture d'entreprise""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-24T08:21:23.000Z","2023-06-23T14:11:12.000Z",,
115,,,104,4,"{""en"":""Risk Management"",""pt-PT"":""Gestão de Riscos"",""pt-BR"":""Gestão de Riscos"",""es"":""Gestión de Riesgos"",""fr"":""Gestion des Risques""}","{""en"":""Risk Managemen"",""pt-PT"":""Gestão de Riscos"",""pt-BR"":""Gestão de Riscos"",""es"":""Gestión de Riesgos"",""fr"":""Gestion des Risques""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-25T17:01:17.000Z","2023-06-23T14:12:11.000Z",,
116,,,104,2,"{""en"":""Relations with suppliers and payment practices"",""pt-PT"":""Relação com fornecedores e práticas de pagamento"",""pt-BR"":""Relação com fornecedores e práticas de pagamento"",""es"":""Relaciones con los proveedores y prácticas de pago"",""fr"":""Relations avec les fournisseurs et pratiques de paiement""}","{""en"":""Relations with suppliers and payment practices"",""pt-PT"":""Relação com fornecedores e práticas de pagamento"",""pt-BR"":""Relação com fornecedores e práticas de pagamento"",""es"":""Relaciones con los proveedores y prácticas de pago"",""fr"":""Relations avec les fournisseurs et pratiques de paiement""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-26T09:16:34.000Z","2023-06-23T14:15:37.000Z",,
117,,,104,3,"{""en"":""Corruption and bribery prevention and detection"",""pt-PT"":""Prevenção e deteção de corrupção e suborno"",""pt-BR"":""Prevenção e deteção de corrupção e suborno"",""es"":""Prevención y detección de la corrupción y el soborno"",""fr"":""Prévention et détection de la corruption et des pots-de-vin""}","{""en"":""Corruption and bribery prevention and detection"",""pt-PT"":""Prevenção e deteção de corrupção e suborno"",""pt-BR"":""Prevenção e deteção de corrupção e suborno"",""es"":""Prevención y detección de la corrupción y el soborno"",""fr"":""Prévention et détection de la corruption et des pots-de-vin""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-05-26T16:00:08.000Z","2023-06-23T14:19:34.000Z",,
118,"Screen2",,,1,"{""en"":""Environment"",""pt-PT"":""Ambiente"",""pt-BR"":""Ambiente"",""es"":""Ambiente"",""fr"":""Environnement""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-06-26T15:31:23.000Z","2023-06-26T18:25:39.000Z",,
119,"Screen2",,,2,"{""en"":""Social"",""pt-PT"":""Social"",""pt-BR"":""Social"",""es"":""Social"",""fr"":""Social""}","{""en"":""Social"",""pt-PT"":""Social"",""pt-BR"":""Social"",""es"":""Social"",""fr"":""Social""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-06-26T15:31:23.000Z","2023-06-26T18:25:35.000Z",,
120,"Screen2",,,3,"{""en"":""Governance"",""pt-PT"":""Governança"",""pt-BR"":""Governança"",""es"":""Gobernanza"",""fr"":""Gouvernance""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-06-26T15:31:23.000Z","2023-06-26T18:25:29.000Z",,
